"Date","Price","Open","High","Low","Change %"
"Nov 27, 2018","7.851","7.922","7.922","7.827","-1.15%"
"Nov 26, 2018","7.942","7.922","7.979","7.922","-0.24%"
"Nov 23, 2018","7.961","8.015","8.015","7.961","-0.38%"
"Nov 22, 2018","7.991","8.016","8.016","7.991","-0.09%"
"Nov 21, 2018","7.998","7.992","7.998","7.983","0.13%"
"Nov 19, 2018","7.988","7.985","7.988","7.985","-0.19%"
"Nov 16, 2018","8.003","8.057","8.057","8.003","-0.60%"
"Nov 15, 2018","8.051","8.054","8.054","8.036","0.05%"
"Nov 14, 2018","8.047","8.109","8.109","8.047","-0.70%"
"Nov 13, 2018","8.104","8.086","8.120","8.086","0.38%"
"Nov 12, 2018","8.073","7.834","8.079","7.834","1.60%"
"Nov 09, 2018","7.946","7.985","7.985","7.922","0.11%"
"Nov 08, 2018","7.937","8.121","8.121","7.926","-0.29%"
"Nov 07, 2018","7.960","8.121","8.121","7.960","-1.96%"
"Nov 06, 2018","8.119","8.152","8.159","8.119","-0.45%"
"Nov 05, 2018","8.156","8.453","8.453","8.132","-0.80%"
"Nov 02, 2018","8.222","8.328","8.328","8.222","-1.08%"
"Nov 01, 2018","8.312","8.387","8.387","8.312","-1.14%"
"Oct 31, 2018","8.408","8.485","8.485","8.408","-0.60%"
"Oct 30, 2018","8.459","8.482","8.486","8.458","0.02%"
"Oct 29, 2018","8.457","8.400","8.483","8.400","0.12%"
"Oct 26, 2018","8.447","8.458","8.472","8.440","-0.11%"
"Oct 25, 2018","8.456","8.459","8.467","8.440","0.28%"
"Oct 24, 2018","8.432","8.496","8.496","8.429","-0.71%"
"Oct 23, 2018","8.492","8.519","8.519","8.492","-0.19%"
"Oct 22, 2018","8.508","8.516","8.516","8.508","-0.07%"
"Oct 19, 2018","8.514","8.468","8.514","8.459","0.92%"
"Oct 18, 2018","8.436","8.504","8.504","8.426","-0.62%"
"Oct 17, 2018","8.489","8.563","8.563","8.489","-1.03%"
"Oct 16, 2018","8.577","8.486","8.578","8.486","0.82%"
"Oct 15, 2018","8.507","8.506","8.511","8.478","0.82%"
"Oct 12, 2018","8.438","8.374","8.438","8.374","1.26%"
"Oct 11, 2018","8.333","8.303","8.333","8.285","0.23%"
"Oct 10, 2018","8.314","8.295","8.328","8.295","-0.04%"
"Oct 09, 2018","8.317","8.273","8.336","8.273","0.51%"
"Oct 08, 2018","8.275","8.254","8.275","8.247","0.27%"
"Oct 05, 2018","8.253","8.195","8.266","8.195","0.76%"
"Oct 04, 2018","8.191","8.083","8.191","8.083","1.76%"
"Oct 03, 2018","8.049","8.002","8.073","8.000","1.27%"
"Oct 02, 2018","7.948","7.933","7.948","7.896","0.56%"
"Oct 01, 2018","7.904","7.852","8.165","7.852","-3.11%"
"Sep 28, 2018","8.158","8.210","8.210","8.158","-0.48%"
"Sep 27, 2018","8.197","8.257","8.257","8.197","-0.34%"
"Sep 26, 2018","8.225","8.232","8.265","8.225","-0.05%"
"Sep 25, 2018","8.229","8.143","8.229","8.143","1.03%"
"Sep 24, 2018","8.145","8.010","8.241","8.010","-0.16%"
"Sep 21, 2018","8.158","8.164","8.201","8.158","0.05%"
"Sep 20, 2018","8.154","8.165","8.165","8.122","-0.24%"
"Sep 19, 2018","8.174","8.307","8.307","8.147","-1.88%"
"Sep 18, 2018","8.331","8.276","8.347","8.276","0.34%"
"Sep 17, 2018","8.303","8.394","8.394","8.253","-1.05%"
"Sep 14, 2018","8.391","8.438","8.438","8.391","-0.65%"
"Sep 13, 2018","8.446","8.470","8.470","8.419","-0.09%"
"Sep 12, 2018","8.454","8.420","8.472","8.394","0.04%"
"Sep 11, 2018","8.451","8.451","8.451","8.451","0.45%"
"Sep 10, 2018","8.413","8.356","8.455","8.356","-0.50%"
"Sep 07, 2018","8.455","8.492","8.492","8.455","-0.81%"
"Sep 06, 2018","8.524","8.391","8.531","8.391","1.89%"
"Sep 05, 2018","8.366","8.189","8.366","8.189","2.14%"
"Sep 04, 2018","8.191","8.078","8.208","8.078","1.68%"
"Sep 03, 2018","8.056","7.998","8.094","7.998","1.44%"
"Aug 31, 2018","7.942","7.784","7.942","7.784","2.28%"
"Aug 30, 2018","7.765","7.776","7.781","7.751","0.41%"
"Aug 29, 2018","7.733","7.779","7.779","7.727","-0.92%"
"Aug 28, 2018","7.805","7.788","7.817","7.788","0.13%"
"Aug 27, 2018","7.795","7.745","7.808","7.745","-0.03%"
"Aug 24, 2018","7.797","7.754","7.797","7.754","0.61%"
"Aug 23, 2018","7.750","7.734","7.750","7.680","0.18%"
"Aug 21, 2018","7.736","7.821","7.821","7.718","-0.85%"
"Aug 20, 2018","7.802","7.846","7.846","7.797","-0.59%"
"Aug 16, 2018","7.848","7.790","7.854","7.790","0.58%"
"Aug 15, 2018","7.803","7.799","7.810","7.799","-0.03%"
"Aug 14, 2018","7.805","7.736","7.862","7.736","0.93%"
"Aug 13, 2018","7.733","7.568","7.733","7.568","2.63%"
"Aug 10, 2018","7.535","7.550","7.550","7.502","0.23%"
"Aug 09, 2018","7.518","7.633","7.633","7.518","-2.03%"
"Aug 08, 2018","7.674","7.675","7.675","7.657","-0.14%"
"Aug 07, 2018","7.685","7.698","7.698","7.674","-0.29%"
"Aug 06, 2018","7.707","7.682","7.716","7.682","-0.25%"
"Aug 03, 2018","7.726","7.638","7.726","7.638","1.27%"
"Aug 02, 2018","7.629","7.667","7.667","7.629","-0.60%"
"Aug 01, 2018","7.675","7.669","7.724","7.669","0.24%"
"Jul 31, 2018","7.657","7.649","7.657","7.642","0.12%"
"Jul 30, 2018","7.648","7.583","7.648","7.583","0.08%"
"Jul 27, 2018","7.642","7.647","7.655","7.642","-0.18%"
"Jul 26, 2018","7.656","7.678","7.678","7.647","-0.40%"
"Jul 25, 2018","7.687","7.731","7.731","7.676","-0.72%"
"Jul 24, 2018","7.743","7.776","7.776","7.732","-0.17%"
"Jul 23, 2018","7.756","7.773","7.780","7.747","-0.35%"
"Jul 20, 2018","7.783","7.676","7.809","7.676","1.41%"
"Jul 19, 2018","7.675","7.606","7.675","7.606","1.08%"
"Jul 18, 2018","7.593","7.579","7.607","7.574","0.88%"
"Jul 17, 2018","7.527","7.461","7.564","7.461","0.70%"
"Jul 16, 2018","7.475","7.437","7.485","7.437","0.44%"
"Jul 13, 2018","7.442","7.516","7.523","7.442","-0.96%"
"Jul 12, 2018","7.514","7.438","7.514","7.438","1.08%"
"Jul 11, 2018","7.434","7.365","7.440","7.365","0.75%"
"Jul 10, 2018","7.379","7.388","7.397","7.366","-0.49%"
"Jul 09, 2018","7.415","7.497","7.497","7.388","-1.36%"
"Jul 06, 2018","7.517","7.610","7.610","7.511","-1.38%"
"Jul 05, 2018","7.622","7.701","7.701","7.622","-1.06%"
"Jul 04, 2018","7.704","7.590","7.708","7.590","1.25%"
"Jul 03, 2018","7.609","7.544","7.609","7.544","0.66%"
"Jul 02, 2018","7.559","7.623","7.623","7.533","-0.59%"
"Jun 29, 2018","7.604","7.664","7.664","7.604","0.03%"
"Jun 28, 2018","7.602","7.457","7.602","7.457","2.22%"
"Jun 27, 2018","7.437","7.404","7.437","7.404","0.81%"
"Jun 26, 2018","7.377","7.331","7.377","7.331","1.05%"
"Jun 25, 2018","7.300","7.354","7.354","7.287","1.39%"
"Jun 22, 2018","7.200","7.157","7.200","7.157","1.19%"
"Jun 21, 2018","7.115","7.160","7.160","7.083","0.64%"
"Jun 20, 2018","7.070","7.070","7.070","7.070","1.20%"
"Jun 08, 2018","6.986","6.955","6.986","6.955","1.63%"
"Jun 07, 2018","6.874","6.862","6.874","6.862","0.19%"
"Jun 06, 2018","6.861","6.849","6.861","6.849","-0.03%"
"Jun 05, 2018","6.863","6.850","6.863","6.844","0.47%"
"Jun 04, 2018","6.831","6.920","6.920","6.823","-0.03%"
"May 31, 2018","6.833","6.812","6.833","6.812","0.15%"
"May 30, 2018","6.823","6.790","6.823","6.790","-1.04%"
"May 28, 2018","6.895","6.956","6.956","6.895","-2.54%"
"May 25, 2018","7.075","7.122","7.122","7.075","-1.05%"
"May 24, 2018","7.150","7.057","7.150","7.057","0.96%"
"May 23, 2018","7.082","7.040","7.082","7.040","0.51%"
"May 22, 2018","7.046","7.013","7.046","7.013","0.37%"
"May 21, 2018","7.020","7.013","7.029","7.013","0.95%"
"May 20, 2018","6.954","6.954","6.954","6.954","0.00%"
"May 18, 2018","6.954","6.887","6.954","6.887","0.94%"
"May 17, 2018","6.889","6.838","6.889","6.838","0.95%"
"May 16, 2018","6.824","6.806","6.861","6.789","0.04%"
"May 15, 2018","6.821","6.907","6.907","6.821","-1.73%"
"May 14, 2018","6.941","6.821","6.942","6.821","-0.06%"
"May 11, 2018","6.945","7.002","7.002","6.929","-0.36%"
"May 10, 2018","6.970","6.970","6.970","6.970","0.00%"
"May 09, 2018","6.970","6.792","6.970","6.792","2.86%"
"May 08, 2018","6.776","6.631","6.781","6.631","2.34%"
"May 07, 2018","6.621","6.513","6.621","6.513","0.30%"
"May 04, 2018","6.601","6.574","6.601","6.574","0.44%"
"May 03, 2018","6.572","6.505","6.572","6.505","0.75%"
"May 02, 2018","6.523","6.471","6.548","6.451","1.02%"
"Apr 30, 2018","6.457","6.449","6.497","6.449","-2.70%"
"Apr 27, 2018","6.636","6.692","6.692","6.627","-0.81%"
"Apr 26, 2018","6.690","6.497","6.733","6.497","3.46%"
"Apr 25, 2018","6.466","6.336","6.481","6.336","2.33%"
"Apr 24, 2018","6.319","6.319","6.320","6.319","0.35%"
"Apr 23, 2018","6.297","6.267","6.297","6.256","2.59%"
"Apr 20, 2018","6.138","6.080","6.138","6.080","1.34%"
"Apr 19, 2018","6.057","6.062","6.080","6.057","-0.12%"
"Apr 18, 2018","6.064","6.054","6.075","6.054","0.18%"
"Apr 17, 2018","6.053","6.037","6.053","6.026","0.50%"
"Apr 16, 2018","6.023","5.995","6.030","5.995","0.50%"
"Apr 13, 2018","5.993","5.978","5.999","5.978","0.13%"
"Apr 12, 2018","5.985","5.978","5.985","5.977","0.13%"
"Apr 11, 2018","5.977","5.969","5.983","5.969","-0.08%"
"Apr 10, 2018","5.982","5.981","5.985","5.981","0.17%"
"Apr 09, 2018","5.972","5.959","5.985","5.959","-0.02%"
"Apr 06, 2018","5.973","5.934","5.973","5.934","0.64%"
"Apr 05, 2018","5.935","5.935","5.935","5.923","-0.30%"
"Apr 04, 2018","5.953","5.930","5.953","5.921","0.27%"
"Apr 03, 2018","5.937","5.928","5.937","5.918","0.15%"
"Apr 02, 2018","5.928","5.909","5.938","5.909","-0.08%"
"Mar 29, 2018","5.933","5.956","5.956","5.933","-0.07%"
"Mar 28, 2018","5.937","5.996","5.996","5.937","-1.03%"
"Mar 27, 2018","5.999","6.049","6.049","5.999","-0.86%"
"Mar 26, 2018","6.051","6.047","6.070","6.047","0.40%"
"Mar 23, 2018","6.027","5.990","6.027","5.990","0.65%"
"Mar 22, 2018","5.988","5.984","5.988","5.984","0.00%"
"Mar 21, 2018","5.988","5.981","5.988","5.971","-0.20%"
"Mar 20, 2018","6.000","6.032","6.032","5.993","-1.36%"
"Mar 19, 2018","6.083","6.081","6.092","6.081","-1.27%"
"Mar 16, 2018","6.161","6.135","6.192","6.135","0.36%"
"Mar 15, 2018","6.139","6.173","6.173","6.117","-0.55%"
"Mar 14, 2018","6.173","6.188","6.190","6.173","-0.48%"
"Mar 13, 2018","6.203","6.281","6.281","6.189","-1.59%"
"Mar 12, 2018","6.303","6.277","6.312","6.277","0.10%"
"Mar 09, 2018","6.297","6.293","6.347","6.289","0.53%"
"Mar 08, 2018","6.264","6.183","6.264","6.183","1.20%"
"Mar 07, 2018","6.190","6.107","6.190","6.107","1.99%"
"Mar 06, 2018","6.069","6.016","6.069","6.016","1.32%"
"Mar 05, 2018","5.990","5.997","5.997","5.983","-0.71%"
"Mar 02, 2018","6.033","6.048","6.048","6.033","-0.35%"
"Mar 01, 2018","6.054","6.008","6.061","6.008","0.83%"
"Feb 28, 2018","6.004","5.925","6.004","5.925","1.66%"
"Feb 27, 2018","5.906","5.876","5.906","5.876","0.49%"
"Feb 26, 2018","5.877","5.849","5.905","5.849","-0.44%"
"Feb 23, 2018","5.903","5.900","5.946","5.900","0.94%"
"Feb 22, 2018","5.848","5.776","5.856","5.772","1.00%"
"Feb 21, 2018","5.790","5.803","5.803","5.785","-0.07%"
"Feb 20, 2018","5.794","5.787","5.794","5.777","0.28%"
"Feb 19, 2018","5.778","5.780","5.826","5.778","0.47%"
"Feb 18, 2018","5.751","5.751","5.751","5.751","0.00%"
"Feb 15, 2018","5.751","5.772","5.772","5.740","-0.76%"
"Feb 14, 2018","5.795","5.787","5.795","5.780","0.14%"
"Feb 13, 2018","5.787","5.802","5.802","5.779","-0.14%"
"Feb 12, 2018","5.795","5.803","5.803","5.791","-0.05%"
"Feb 09, 2018","5.798","5.802","5.802","5.785","-0.07%"
"Feb 08, 2018","5.802","5.798","5.818","5.790","-0.31%"
"Feb 07, 2018","5.820","5.863","5.863","5.816","-0.48%"
"Feb 06, 2018","5.848","5.872","5.872","5.825","0.53%"
"Feb 05, 2018","5.817","5.824","5.857","5.817","0.66%"
"Feb 02, 2018","5.779","5.764","5.786","5.764","0.42%"
"Feb 01, 2018","5.755","5.753","5.765","5.737","-0.42%"
"Jan 31, 2018","5.779","5.853","5.853","5.773","-1.20%"
"Jan 30, 2018","5.849","5.805","5.902","5.805","2.13%"
"Jan 29, 2018","5.727","5.790","5.790","5.727","0.72%"
"Jan 26, 2018","5.686","5.697","5.697","5.671","0.28%"
"Jan 25, 2018","5.670","5.664","5.671","5.653","-0.09%"
"Jan 24, 2018","5.675","5.656","5.675","5.656","0.25%"
"Jan 23, 2018","5.661","5.616","5.670","5.616","0.93%"
"Jan 22, 2018","5.609","5.535","5.609","5.535","0.81%"
"Jan 19, 2018","5.564","5.582","5.583","5.564","-0.55%"
"Jan 18, 2018","5.595","5.594","5.604","5.594","0.11%"
"Jan 17, 2018","5.589","5.576","5.589","5.576","0.11%"
"Jan 16, 2018","5.583","5.586","5.587","5.582","0.02%"
"Jan 15, 2018","5.582","5.568","5.596","5.568","-0.21%"
"Jan 12, 2018","5.594","5.645","5.645","5.594","-1.20%"
"Jan 11, 2018","5.662","5.726","5.726","5.662","-0.72%"
"Jan 10, 2018","5.703","5.596","5.703","5.596","2.42%"
"Jan 09, 2018","5.568","5.541","5.568","5.536","0.71%"
"Jan 08, 2018","5.529","5.547","5.590","5.529","-0.65%"
"Jan 05, 2018","5.565","5.656","5.656","5.565","-1.85%"
"Jan 04, 2018","5.670","5.759","5.759","5.670","-4.45%"
"Jan 03, 2018","5.934","5.925","5.985","5.923","0.10%"
"Jan 02, 2018","5.928","6.124","6.124","5.926","-0.20%"
"Dec 30, 2017","5.940","5.940","5.940","5.940","0.00%"
"Dec 29, 2017","5.940","5.973","5.991","5.935","-0.52%"
"Dec 28, 2017","5.971","5.987","6.013","5.965","-0.28%"
"Dec 27, 2017","5.988","5.978","5.998","5.978","0.37%"
"Dec 22, 2017","5.966","5.990","6.002","5.966","-0.40%"
"Dec 21, 2017","5.990","6.016","6.018","5.980","-0.78%"
"Dec 20, 2017","6.037","6.040","6.053","6.034","-0.05%"
"Dec 19, 2017","6.040","6.028","6.048","6.028","0.18%"
"Dec 18, 2017","6.029","6.016","6.039","6.016","0.08%"
"Dec 16, 2017","6.024","6.024","6.024","6.024","0.00%"
"Dec 15, 2017","6.024","6.055","6.055","6.016","-0.25%"
"Dec 14, 2017","6.039","6.043","6.057","6.038","-0.15%"
"Dec 13, 2017","6.048","6.031","6.060","6.031","0.12%"
"Dec 12, 2017","6.041","6.109","6.109","6.032","-0.53%"
"Dec 11, 2017","6.073","6.045","6.081","6.045","0.13%"
"Dec 08, 2017","6.065","6.049","6.112","6.049","0.20%"
"Dec 07, 2017","6.053","6.025","6.091","6.025","0.33%"
"Dec 06, 2017","6.033","6.038","6.064","6.016","-0.07%"
"Dec 05, 2017","6.037","6.066","6.066","6.028","-0.46%"
"Dec 04, 2017","6.065","6.215","6.215","6.065","0.25%"
"Nov 30, 2017","6.050","6.040","6.090","6.029","-0.26%"
"Nov 29, 2017","6.066","6.131","6.131","6.066","-1.19%"
"Nov 28, 2017","6.139","6.107","6.146","6.107","0.08%"
"Nov 27, 2017","6.134","6.091","6.150","6.091","0.28%"
"Nov 25, 2017","6.117","6.117","6.117","6.117","0.00%"
"Nov 24, 2017","6.117","6.139","6.139","6.115","-0.76%"
"Nov 23, 2017","6.164","6.173","6.173","6.156","-0.63%"
"Nov 22, 2017","6.203","6.208","6.208","6.200","-0.13%"
"Nov 21, 2017","6.211","6.219","6.219","6.204","-0.24%"
"Nov 20, 2017","6.226","6.222","6.235","6.212","-0.61%"
"Nov 17, 2017","6.264","6.293","6.293","6.264","-0.33%"
"Nov 16, 2017","6.285","6.304","6.304","6.283","0.11%"
"Nov 15, 2017","6.278","6.317","6.317","6.271","-1.15%"
"Nov 14, 2017","6.351","6.352","6.356","6.351","0.28%"
"Nov 13, 2017","6.333","6.251","6.342","6.251","0.46%"
"Nov 10, 2017","6.304","6.327","6.327","6.299","0.10%"
"Nov 09, 2017","6.298","6.312","6.312","6.298","-0.22%"
"Nov 08, 2017","6.312","6.320","6.320","6.303","0.03%"
"Nov 07, 2017","6.310","6.335","6.335","6.310","-0.35%"
"Nov 06, 2017","6.332","6.253","6.332","6.253","0.72%"
"Nov 03, 2017","6.287","6.323","6.363","6.287","-1.32%"
"Nov 02, 2017","6.371","6.414","6.414","6.371","-0.69%"
"Nov 01, 2017","6.415","6.372","6.419","6.365","-0.06%"
"Oct 31, 2017","6.419","6.466","6.466","6.419","-0.99%"
"Oct 30, 2017","6.483","6.432","6.483","6.432","0.64%"
"Oct 29, 2017","6.442","6.442","6.442","6.442","0.00%"
"Oct 27, 2017","6.442","6.361","6.445","6.361","0.02%"
"Oct 26, 2017","6.441","6.348","6.441","6.348","0.78%"
"Oct 25, 2017","6.391","6.313","6.391","6.313","0.66%"
"Oct 24, 2017","6.349","6.295","6.349","6.295","0.73%"
"Oct 23, 2017","6.303","6.257","6.307","6.257","0.82%"
"Oct 22, 2017","6.252","6.252","6.252","6.252","0.00%"
"Oct 20, 2017","6.252","6.234","6.252","6.234","0.18%"
"Oct 19, 2017","6.241","6.241","6.241","6.230","-0.05%"
"Oct 18, 2017","6.244","6.218","6.252","6.218","0.45%"
"Oct 17, 2017","6.216","6.201","6.216","6.197","0.26%"
"Oct 16, 2017","6.200","6.185","6.200","6.185","-0.31%"
"Oct 13, 2017","6.219","6.241","6.241","6.219","-0.50%"
"Oct 12, 2017","6.250","6.248","6.254","6.246","-0.10%"
"Oct 11, 2017","6.256","6.242","6.256","6.242","0.26%"
"Oct 10, 2017","6.240","6.224","6.240","6.224","0.37%"
"Oct 09, 2017","6.217","6.138","6.217","6.138","0.84%"
"Oct 06, 2017","6.165","6.138","6.165","6.138","0.28%"
"Oct 05, 2017","6.148","6.114","6.148","6.114","0.00%"
"Oct 04, 2017","6.148","6.149","6.149","6.133","-0.57%"
"Oct 03, 2017","6.183","6.084","6.186","6.084","1.23%"
"Oct 02, 2017","6.108","6.116","6.227","6.095","-0.23%"
"Sep 29, 2017","6.122","6.252","6.252","6.122","-1.40%"
"Sep 28, 2017","6.209","6.059","6.221","6.036","3.33%"
"Sep 27, 2017","6.009","5.943","6.009","5.943","1.14%"
"Sep 26, 2017","5.941","5.841","5.941","5.841","1.16%"
"Sep 25, 2017","5.873","6.045","6.045","5.869","-2.39%"
"Sep 22, 2017","6.017","6.009","6.037","6.009","-0.18%"
"Sep 20, 2017","6.028","6.029","6.029","6.015","-0.07%"
"Sep 19, 2017","6.032","6.018","6.042","6.016","-0.02%"
"Sep 18, 2017","6.033","6.060","6.060","6.033","-1.36%"
"Sep 15, 2017","6.116","6.134","6.152","6.116","0.10%"
"Sep 14, 2017","6.110","6.061","6.113","6.058","1.11%"
"Sep 13, 2017","6.043","6.056","6.067","6.043","0.22%"
"Sep 12, 2017","6.030","5.994","6.030","5.994","0.63%"
"Sep 11, 2017","5.992","6.124","6.124","5.951","-1.01%"
"Sep 08, 2017","6.053","6.149","6.149","6.053","-1.42%"
"Sep 07, 2017","6.140","6.162","6.162","6.140","-0.47%"
"Sep 06, 2017","6.169","6.224","6.228","6.165","-1.25%"
"Sep 05, 2017","6.247","6.252","6.256","6.247","-0.06%"
"Sep 04, 2017","6.251","6.225","6.254","6.225","-0.08%"
"Aug 31, 2017","6.256","6.315","6.315","6.250","-0.67%"
"Aug 30, 2017","6.298","6.366","6.372","6.293","-1.11%"
"Aug 29, 2017","6.369","6.427","6.427","6.359","0.19%"
"Aug 28, 2017","6.357","6.448","6.464","6.357","-0.47%"
"Aug 25, 2017","6.387","6.444","6.444","6.387","-1.31%"
